,Predicted_Dropout,Dropout_Probability
185,1,0.9975781908214648
186,0,0.04169306433260725
187,0,0.005963513121835929
188,1,0.9778519192469679
189,0,0.0033630891483292656
190,0,0.0037956368926711937
191,0,0.4878847242103872
192,1,0.9642520895106067
193,1,0.9972931326189872
194,0,0.00800781076864603
195,1,0.997265457108908
196,0,0.012226275719168617
197,1,0.996550243345305
198,0,0.0075320846552620795
199,0,0.0129171010232907
200,0,0.010223585477045367
201,0,0.013448738978644082
202,0,0.012817132736489486
203,0,0.011174527043279066
204,0,0.011298691206835694
205,1,0.677794900602434
206,0,0.01466873707451815
207,0,0.029575569393636845
208,0,0.09773799563627009
209,1,0.8034016921361024
210,0,0.0032214172318279894
211,0,0.003503251340767567
212,0,0.017034520104535638
213,1,0.972865765380294
214,0,0.02919121076002815
215,0,0.036218980421872424
216,0,0.0016345799312041426
217,1,0.9823521527407811
218,1,0.9583712538471034
219,1,0.9219576725451623
220,0,0.018986528794680387
221,0,0.0051459210570165784
222,1,0.6839643019081589
223,0,0.014481938806165117
224,0,0.015816738381725842
225,0,0.019120656916334765
226,0,0.011315024906335609
227,0,0.011349825916012206
228,1,0.9989186663711213
229,0,0.025737203564021795
230,0,0.05840758564433505
231,1,0.9997178794359978
232,0,0.01714276234373557
233,0,0.012703297581704373
234,1,0.951989300396797
235,0,0.009236443591127125
236,0,0.01575957008684845
237,0,0.004308487887565408
238,1,0.9786714135666085
239,1,0.9450088769728133
240,0,0.01293027991207605
241,0,0.07689760590964262
242,0,0.002987677899211132
243,1,0.9977054113654955
244,0,0.0016061712055006059
245,0,0.0041514780551521885
246,0,0.005661380304819888
247,1,0.995505765523409
248,0,0.010177701945472168
249,0,0.0696368266373004
250,0,0.003731734617283137
251,0,0.02266206319709953
252,0,0.0020897330809002772
253,0,0.12356219959589072
254,0,0.010534202925646203
255,1,0.9929125269975583
256,0,0.0076519013285637205
257,0,0.00270974018775595
258,0,0.006913771583480542
259,1,0.9875530943449776
260,0,0.02414539124823506
261,1,0.9908892600515001
262,1,0.9882385455423695
263,0,0.005991258663753655
264,0,0.0012793358535475334
265,0,0.025346627314034115
266,0,0.017577482168609215
267,0,0.026875219277269755
268,0,0.002534921385090496
269,0,0.02024070320673181
270,0,0.0014891821271828959
271,1,0.9974169080422387
272,0,0.001978011125752219
273,0,0.009738358663200527
274,0,0.0010732087187207285
275,0,0.0728326358530529
276,1,0.9112568759029243
277,1,0.9861425629268038
278,0,0.00850258862353386
279,0,0.01219785988949059
280,0,0.012950366690532185
281,0,0.008594169528873695
282,0,0.005861800532378113
283,0,0.0015452909456568668
284,0,0.03079971272087146
285,0,0.0023973626633297883
286,0,0.0027262863761792675
287,0,0.04150845016253348
288,0,0.0009683899233166528
289,0,0.007679294271191091
290,0,0.014976613605988034
291,0,0.0014167888391169634
292,0,0.0035616140515176485
293,0,0.00011153507755716911
294,1,0.8650859433686064
295,0,0.003392757861089391
296,0,0.006780560123119323
297,0,0.021584589463382625
298,0,0.0018029640244410906
299,0,0.001384158509562462
300,0,0.06274257483437183
301,0,0.0034702971823725543
302,0,0.0008210207682543428
303,1,0.9835974919951974
304,1,0.9968103597799498
305,0,0.10928553891877561
306,0,0.013940095771242405
307,1,0.9971530989650269
308,0,0.005730272608318568
309,1,0.9995495768570443
310,0,0.004004885961952441
311,1,0.9844051418498715
312,0,0.006692971438255326
313,0,0.05263212558668879
314,1,0.9713831569853281
315,0,0.004312564596632554
316,0,0.0028967154866403125
317,0,0.005802475273743864
318,0,0.005881453191079602
319,0,0.01152295485143146
320,1,0.9741683375495335
321,0,0.0005052499594176412
322,0,0.007295249927414777
323,0,0.06320056860949175
324,0,0.02865680752946164
325,0,0.11200793898161462
326,0,0.006694252467267209
327,0,0.07874540620609273
328,0,0.01895170129574913
329,0,0.001633420058257455
330,0,0.019803831762708814
331,1,0.9780017243758599
332,0,0.0009036195403144677
333,0,0.001134064612809207
334,0,0.00979655707196263
335,0,0.006323185498786068
336,0,0.008399756624562674
337,0,0.014939554094088104
338,0,0.005786345147200646
339,0,0.007458793812441408
340,0,0.010016391055535813
341,0,0.35566510184873457
342,0,0.0005667685214485023
343,0,0.003516711598556212
344,0,0.0760669575407184
345,0,0.005758179436335594
346,0,0.1443945756265997
347,0,0.025012063775325992
348,0,0.004443940007631383
349,0,0.006239981622986906
350,1,0.9237085540780144
351,0,0.017043326083714228
352,1,0.987579474925916
353,0,0.0013112744878597648
354,1,0.998545082776521
355,0,0.04210856069357547
356,0,0.04338473456385678
357,1,0.9991300323478515
358,0,0.2505507036698302
359,1,0.9904512649118866
360,0,0.2482031601874899
361,1,0.9581536623697049
362,0,0.024087535471912266
363,0,0.05868532162892546
364,0,0.010371149786919484
365,0,0.0020240811238895415
366,0,0.0022192557267094615
367,0,0.07556948667693693
368,0,0.0005456751400484399
369,0,0.42518527026162906
370,0,0.0019107351111414222
371,0,0.008407718846499
372,0,0.0010366139784407295
373,0,0.0010789971357924363
374,1,0.9980267439628694
375,0,0.0016886250177769518
376,1,0.9984730401438606
377,0,0.01376987841064028
378,0,0.011926959932791723
379,0,0.03998140351737171
380,0,0.1524763977405084
381,0,0.02095967856727487
382,0,0.02832640856677734
383,0,0.005589583316725582
384,0,0.00902302655391677
385,0,0.0642102436515298
386,0,0.003528182869606323
387,0,0.5513335621186636
388,0,0.0750971499929982
389,0,0.0004561103715664052
390,0,0.021994106231511497
391,0,0.10966227040970826
392,1,0.9794160821537696
393,1,0.9963742309616896
394,0,0.002520432695614296
395,0,0.006813451223202783
396,0,0.0008158034611655317
397,0,0.016240189995118073
398,1,0.9597780078652968
399,1,0.9858431668206441
400,0,0.037446971499360666
401,0,0.18502695125126134
402,0,0.12352542552553647
403,0,0.015655105625854326
404,0,0.006321448082096517
405,0,0.028600250877457354
406,0,0.01044880411159992
407,0,0.020863245281021466
408,0,0.00915672493638536
409,1,0.9976414067943117
410,0,0.002538865058625744
411,0,0.017845301259036245
412,0,0.013161758753701036
413,0,0.01300831831082435
414,0,0.0017452879832659009
415,0,0.004672766402188497
416,0,0.006327551033396006
417,1,0.7554229247665475
418,0,0.01685649326450074
419,1,0.9966034877482637
420,0,0.006906306603139518
421,0,0.008240790685999843
422,1,0.995427989469815
423,0,0.012037345677204289
424,0,0.006230193452889131
425,0,0.0012417679553273044
426,0,0.03565483743259385
427,0,0.05198277998543225
428,1,0.9650359330724382
429,0,0.09651533750858357
430,0,0.0020797150035122467
431,0,0.011683097804200293
432,0,0.0017002246885216691
433,1,0.9812347221961722
434,0,0.008683689068928887
435,0,0.016818380184674138
436,0,0.019539912506896698
437,0,0.0011709153856389125
438,1,0.999480131865799
439,0,0.019020621674003806
440,0,0.05953543340664308
441,0,0.008848395580165942
442,0,0.01014287709297235
443,0,0.005667813360276634
444,0,0.02625052648770788
445,0,0.0015098266239971117
446,0,0.04383062773448748
447,0,0.53333718393268
448,0,0.02781476855617729
449,0,0.007784726525735461
450,0,0.0011651887645746813
451,0,0.0035840902902652435
452,0,0.011104337152710166
453,0,0.0017097143388344874
454,0,0.009584131193127607
455,0,0.050151197830078986
456,1,0.9881946527152771
457,1,0.7598580849657538
458,0,0.001429854160082831
459,0,0.0027827338867050413
460,0,0.016669042273543485
461,0,0.0010459501489067657
462,0,0.01227483295219002
463,0,0.07496206100359552
464,0,0.01736998042744884
465,1,0.8870653733054518
466,0,0.006996699368659969
467,0,0.03733391527113873
468,0,0.013369525017180365
469,0,0.008031508653744756
470,0,0.017884144679385636
471,0,0.0018460367266605365
472,1,0.8843547599445287
473,0,0.0038286402690450687
474,1,0.9999572598765452
475,0,0.005952068570006788
476,1,0.9920516855289269
477,1,0.999920737799134
478,0,0.003666200321443567
479,0,0.0009627918907072593
480,0,0.036926766378247544
481,0,0.02481544675462384
482,1,0.9971066356105529
483,0,0.06395588521993141
484,0,0.0005786689080973789
485,0,0.040657352202351234
486,0,0.1832318920760005
487,1,0.7902432237803388
488,0,0.007889450919412705
489,0,0.006699161983750462
490,0,0.028923120021707358
491,0,0.0047121171644727965
492,0,0.008572375166330921
493,0,0.03647007676778232
494,0,0.006146930703546147
495,1,0.9997451268872842
496,1,0.9991667474154603
497,0,0.08020282296158737
498,0,0.0029700492487640907
499,0,0.01202453261946069
500,0,0.004644701382286764
501,0,0.06117609687152065
502,0,0.06498827045485593
503,1,0.9997187689780026
504,0,0.0025267420920210707
505,0,0.017657109566216158
506,0,0.07321930912717345
507,0,0.052833141216751346
508,1,0.8737220117322224
509,1,0.9612878252194009
510,0,0.06616896258152213
511,1,0.9998794317019356
512,0,0.045399251333265785
513,1,0.9994855150129318
514,1,0.9981368767805349
515,1,0.9997573443438141
516,0,0.0034637278083931274
517,1,0.909440198065042
518,1,0.9975743251574669
519,1,0.9072611150315449
520,0,0.004912492517361913
521,0,0.02503324505801161
522,0,0.0050488186593582035
523,0,0.023417035365201396
524,1,0.9903135039001988
525,1,0.9422474740849958
526,0,0.11548091144658927
527,0,0.1340629437818481
528,1,0.9985858335548798
529,1,0.9407929705236115
530,0,0.05470935711205139
531,1,0.9986634416774881
532,0,0.006486719621638775
533,1,0.9987757117253142
534,0,0.38535787388906484
535,0,0.1928200735409045
536,1,0.9982455972737817
537,0,0.02196311185860929
538,0,0.002816381146844618
539,1,0.7762232177217256
540,0,0.03152956978735439
541,0,0.04661352855267626
542,0,0.0008765554064663137
543,0,0.0042594995290657104
544,0,0.038778013326520595
545,0,0.08128810162955698
546,0,0.03662452234005472
547,0,0.050862122968884024
548,0,0.195124699470472
549,0,0.004146529123305634
550,1,0.9463282298133214
551,1,0.9988928121699602
552,1,0.9869035006273492
553,1,0.9931423734095493
554,1,0.9758745162576611
555,1,0.8883651856654055
556,0,0.14742620424228353
557,0,0.09403734492784563
558,0,0.007949765482231199
559,0,0.003068409868617174
560,0,0.00007740800852172422
561,0,0.03908829632180082
562,1,0.9790671330316224
563,0,0.04799495112443262
564,0,0.009256061176070628
565,0,0.001622666229327694
566,1,0.9715909171523952
567,1,0.8036553780331974
568,0,0.002174048156227997
569,0,0.036893350400955136
570,0,0.0006990256291256897
571,1,0.9418824610273496
572,1,0.9432498776214212
573,0,0.011303631637561031
574,0,0.457896680771839
575,1,0.9961406231725192
576,0,0.005828799034376607
577,0,0.011180337784563165
578,0,0.001121817022459572
579,0,0.014037167780342263
580,1,0.9992827874873426
581,0,0.06736613096115206
582,0,0.008138020037258043
583,0,0.012817193595247125
584,0,0.004972148708072197
585,0,0.0058952805118005725
586,0,0.027317383203601046
587,0,0.022336736083018394
588,0,0.06275282455426871
589,0,0.032350152017679795
590,0,0.0030619873368569676
591,0,0.055989196352349134
592,0,0.0012287943676367347
593,0,0.06134788295317959
594,0,0.010621039070401428
595,1,0.9712670690120889
596,1,0.998108339342716
597,1,0.9643683873986267
598,0,0.021001515316458337
599,0,0.0007418396342770413
600,1,0.9994345397004111
601,1,0.9920310107891084
602,0,0.010725287275125119
603,0,0.019909090715158496
604,0,0.006839733001704847
605,1,0.9984663328059659
606,1,0.9608538661278796
607,0,0.005305748025055058
608,1,0.9658089532222741
609,0,0.016899589347405323
610,0,0.00011577831356974371
611,0,0.0027629196774763146
612,0,0.005696163284582489
613,0,0.004014839556048378
614,0,0.0010738486485575803
615,0,0.01422789066273857
616,0,0.003629679959012968
617,0,0.01603986841146626
618,0,0.026659593654523233
619,0,0.008488535799422376
620,0,0.003514919415443946
621,1,0.9017662565253891
622,1,0.8453714313887968
623,0,0.002599702343541287
624,1,0.9102568778009028
625,0,0.11102600448351228
626,0,0.03428766297384181
627,0,0.008681403289364266
628,0,0.0017214703279549235
629,0,0.06959196308209838
630,0,0.005163279204986803
631,0,0.015013727934885259
632,0,0.0022525303120346472
633,0,0.0026986294132473896
634,0,0.01532872935515887
635,0,0.0013298638986216252
636,0,0.0037452246684626885
637,0,0.07122105574467931
638,0,0.024553354090767605
639,1,0.6484953451419222
640,1,0.9986033669288625
641,0,0.2308011787573939
642,0,0.021194564140988168
643,0,0.005800196578871163
644,1,0.9983497218044105
645,0,0.03135192548922292
646,0,0.042685821722155314
647,0,0.009418969960522584
648,0,0.007784539654779557
649,0,0.012409722641644468
650,0,0.014389865068562418
651,0,0.03902306595337027
652,0,0.012294427108778434
653,0,0.014228531027933367
654,0,0.042005089553898436
655,0,0.04521539401512037
656,0,0.06749774974268018
657,0,0.05081266380056968
658,0,0.011776744867454177
659,1,0.9532891045867712
660,0,0.0015351054650780801
661,0,0.0018120076100204558
662,0,0.030795259482997245
663,0,0.05997045924518223
664,0,0.08477350340473404
665,0,0.006028385114649017
666,1,0.9831694442504886
667,0,0.0013445182294322103
668,1,0.9995332670059799
669,0,0.01767039247886556
670,0,0.013772759804098447
671,1,0.8693507167639787
672,0,0.006707176054063264
673,0,0.019128066659475747
674,0,0.002910527085126656
675,1,0.9574275873199418
676,0,0.017709043908284414
677,0,0.25424646250579197
678,1,0.9977720165008487
679,0,0.09586944149336185
680,0,0.08116123274865629
681,0,0.021347422145949015
682,1,0.9627697960759574
683,1,0.9998341241402333
684,0,0.03783278929732374
685,0,0.04179852470235711
686,1,0.991654618007594
687,0,0.018042166034213915
688,0,0.0061130496379336
689,1,0.9988134465330929
690,1,0.9979711471819676
691,0,0.0010346798865796378
692,0,0.017037325269726112
693,1,0.9989777588518999
694,0,0.04640200759840124
695,1,0.9434825975668769
696,0,0.010857637502105161
697,0,0.03020118588976102
698,0,0.0032891526996979654
699,1,0.9686223874184159
700,0,0.059022596278250836
701,1,0.968303785915884
702,1,0.9916242812020322
703,1,0.9450588452824168
704,0,0.0035323750515373373
705,1,0.8583590354991246
706,0,0.0010951641471381088
707,0,0.0016188325033697853
708,0,0.01712090197623307
709,1,0.9988299797269103
710,1,0.9916520366012945
711,1,0.9975311439596739
712,0,0.013036807836326878
713,0,0.008829230430536354
714,0,0.020839595538594217
715,0,0.0005852100319171423
716,1,0.9972893891705134
717,1,0.9992146978948989
718,0,0.025507647217976638
719,0,0.08398338607704647
720,1,0.9789149979500468
721,0,0.006088911295271023
722,0,0.016521004945515828
723,1,0.9998722563764814
724,1,0.9999041367405814
725,0,0.033756245708231436
726,0,0.01731908930184343
727,1,0.9926462078850037
728,0,0.10874411448071812
729,0,0.06991928043464998
730,1,0.9871444959425589
731,0,0.021709456775857613
732,0,0.0263881292369682
733,0,0.07721278726577124
734,1,0.991071452730891
735,0,0.0162844320538154
736,0,0.09856384271586746
737,1,0.948964190520791
738,0,0.004647613958323641
739,1,0.8953561272362774
740,1,0.9919531777364388
741,0,0.011194423616979386
742,1,0.8244144206329166
743,1,0.9473118075861559
744,0,0.278624278562852
745,1,0.9927704427494792
746,1,0.9525664139072415
747,0,0.015582050643059902
748,1,0.9940826612975383
749,0,0.029664725784350504
750,0,0.032349214873434604
751,0,0.004642427274957814
752,0,0.002604179809124627
753,1,0.9994945533186527
754,0,0.008024027324849161
755,1,0.9571994716185193
756,1,0.9937159036368978
757,1,0.8341159341174953
758,0,0.008284426838493331
759,0,0.03423267723974304
760,0,0.011175578125924046
761,0,0.09203812739140951
762,0,0.002982195923095721
763,0,0.010247037249447692
764,0,0.03675516380526014
765,0,0.006228381467064069
766,0,0.013598977642482362
767,0,0.003684976273462663
768,0,0.0012342841634738863
769,0,0.01806535076698127
770,0,0.015181958005939501
771,1,0.999371141789254
772,0,0.02010512577327223
773,0,0.0030215908312167914
774,0,0.041369836170578475
775,1,0.8584362338927728
776,0,0.008554589517997594
777,1,0.9067241040473089
778,0,0.0005340834807213824
779,0,0.005847655802703638
780,0,0.06272369646688065
781,1,0.9959781544988966
782,0,0.0013130801115105056
783,0,0.027757379018454213
784,0,0.049396942058825444
785,0,0.0026578988114060627
786,0,0.028424937846372362
787,0,0.0018366582736442443
788,1,0.9135347559649785
789,0,0.036159940257227505
790,0,0.02891594110081461
791,1,0.9998330855426487
792,0,0.0031494487362940245
793,0,0.002806111966410291
794,0,0.0210142589422848
795,0,0.015251949062977102
796,0,0.010401044034867083
797,0,0.08693702637586968
798,0,0.006529487941109865
799,0,0.04038030899925046
800,0,0.2323881311731638
801,1,0.9973519845882289
802,0,0.0019304796313469143
803,0,0.07128805733398905
804,0,0.0018456945029171883
805,0,0.03726739135057742
806,0,0.00473490990403731
807,0,0.5379793351683203
808,1,0.9959209241252883
809,0,0.005709058207877523
810,1,0.9996768254226112
811,0,0.0170896018583966
812,0,0.002639669235616453
813,0,0.00518150236008884
814,0,0.003189322718254829
815,0,0.024120466954683818
816,0,0.0009238566474584427
817,0,0.050980888534903034
818,0,0.0946417017259829
819,0,0.0006985075865251915
820,0,0.013704726280119895
821,0,0.02731545692968518
822,0,0.006089087275772737
823,0,0.004520789784590645
824,0,0.013019921193231681
825,0,0.008963477586242127
826,1,0.7981992453757928
827,0,0.010269029324320842
828,0,0.002180518127901556
829,1,0.9965342714779706
830,1,0.843388113926243
831,1,0.9996417526057982
832,0,0.017796273090894835
833,1,0.9988676017142135
834,1,0.9690583687093621
835,1,0.6721598418700884
836,1,0.9152785822748791
837,0,0.011480987766434698
838,1,0.9950068798496964
839,0,0.0018429378544695925
840,1,0.8771525083803768
841,0,0.02029372084548142
842,1,0.9995582026976797
843,0,0.0026222157269105424
844,0,0.036570997903347884
845,1,0.9948788035416655
846,0,0.002087728537764074
847,0,0.023897844173624342
848,0,0.0013427071683799147
849,0,0.009900088339644826
850,0,0.03768521465023839
851,0,0.0731691714253528
852,0,0.0019133917400235704
853,0,0.011696660189183907
854,0,0.12283575145036449
855,1,0.9625274695544409
856,1,0.705858042948024
857,1,0.9781765521730649
858,1,0.9842108966115679
859,1,0.920718851647836
860,1,0.852647166492414
861,1,0.9987540931887738
862,1,0.9072988169511639
863,1,0.9964672129682308
864,1,0.8896176485221929
865,0,0.006133522182082907
866,1,0.9996128981267199
867,1,0.9632771252410943
868,0,0.02696330131357491
869,0,0.09265531272618392
870,0,0.00009813036260291883
871,1,0.9791241449349555
872,0,0.5143191619593402
873,0,0.030878464958453065
874,0,0.011443318713132767
875,0,0.004736589438935991
876,1,0.8581502210951784
877,1,0.9636913277960519
878,0,0.011890664645087815
879,1,0.8870189686352286
880,0,0.03131625067574623
881,0,0.039228486306879376
882,1,0.999557210341848
883,1,0.9992448142758706
884,0,0.0020166967483929953
885,1,0.5930940564625464
886,0,0.04729969301315303
887,0,0.006253979690558144
888,0,0.0028910467325600165
889,0,0.03637294388619892
890,0,0.010025373513493288
891,1,0.9931813558195706
892,0,0.0026267551292406734
893,1,0.9947639380090059
894,0,0.006308968470419449
895,1,0.9958398340151872
896,0,0.005030554183192401
897,0,0.0013969593621727702
898,0,0.042403149536111594
899,0,0.029183020313559578
900,1,0.9262613925728782
901,0,0.005532629347174874
902,0,0.010925932053749842
903,0,0.0042021241368431
904,1,0.9615421937386549
905,0,0.001995012682093809
906,1,0.9782073633477953
907,0,0.013179178659200428
908,0,0.0853157309674746
909,1,0.8989294026604392
910,0,0.0017776621620506294
911,0,0.018083596573005817
912,1,0.9971396790170661
913,0,0.0005713276135269974
914,1,0.999461830590174
915,0,0.010828032245496631
916,1,0.9791675902723836
917,1,0.9941467985706789
918,0,0.00048549801032913225
919,0,0.002586764210970964
920,0,0.007863593105565213
921,0,0.00042552894903926286
922,1,0.8492033820260316
923,1,0.9979597352983206
924,0,0.03670901391406752
925,0,0.005181269079969903
926,1,0.9979599088457822
927,0,0.01984235242290373
928,0,0.029530874364977772
929,1,0.9992883509596144
930,0,0.35849509216424597
931,0,0.004239947442088458
932,0,0.016633751936952282
933,1,0.6768471468039194
934,0,0.004651654376402254
935,0,0.00581718092582504
936,1,0.9936507266080665
937,0,0.011222376894267253
938,0,0.02896194603512735
939,1,0.9985058332202622
940,0,0.017491923764676
941,0,0.008207240121719937
942,0,0.21519933471854244
943,1,0.998854367219606
944,0,0.002952362809900436
945,0,0.006527359144454632
946,0,0.09003001984111698
947,1,0.9992955156471894
948,0,0.06748810616283664
949,1,0.9950556636416876
950,0,0.04775038600471501
951,1,0.9992074128647185
952,0,0.00085345862363651
953,1,0.9989478994217939
954,1,0.9763115475077361
955,1,0.9709640260296608
956,0,0.010530340716469586
957,0,0.016639191957989876
958,0,0.011127372047377376
959,1,0.9996420055558815
960,1,0.9999053454809256
961,0,0.008187537595235137
962,0,0.020543147385657785
963,0,0.04911716656398848
964,0,0.014144931773078656
965,0,0.020562685382467926
966,1,0.9977970861401001
967,1,0.983606327938852
968,1,0.9999333780337448
969,0,0.04563993166183629
970,0,0.01870968502126939
971,1,0.962300803255896
972,1,0.9994643465566931
973,0,0.029678792497444807
974,0,0.019682600600348415
975,0,0.07445509713385559
976,0,0.033050539718201224
977,0,0.0007417108908201473
978,1,0.9879395519273236
979,0,0.003115022552761138
980,1,0.9823597532176958
981,0,0.02691270320248363
982,0,0.0020606453919043105
983,0,0.05686291429974649
984,1,0.9145099665992407
985,0,0.00994753713246637
986,0,0.0560854751969512
987,1,0.962994187732617
988,1,0.9585916962035214
989,1,0.973941376571185
990,0,0.010642730307644578
991,0,0.03962059802688645
992,1,0.8617698132377626
993,0,0.00691372715670953
994,0,0.0026602772771981216
995,0,0.0005382795863164871
996,0,0.00024906391889254777
997,0,0.029541988001560406
998,0,0.01875046335171516
999,1,0.8930504767066229
1000,1,0.9890896853538023
1001,1,0.9986758507648148
1002,0,0.10085133480235811
1003,0,0.03609434455674918
1004,1,0.8059887131800717
1005,0,0.006985979276092004
1006,0,0.017918508205881766
1007,0,0.002761083741012635
1008,0,0.001054676813070502
1009,0,0.004469585907404988
1010,0,0.022607352006279613
1011,0,0.018883296079019483
1012,0,0.0005989785640973265
1013,1,0.9987481711727372
1014,0,0.00018704808911617992
1015,0,0.00681660548827772
1016,1,0.985193102889985
1017,0,0.0012095610099457838
1018,1,0.9994134652438756
1019,0,0.04655881731366549
1020,0,0.000551488918186794
1021,0,0.031161086367714006
1022,0,0.02347160281516576
1023,0,0.006404764149092066
1024,0,0.0003386006674310919
1025,1,0.9991147689424665
1026,0,0.0012926546532044752
1027,0,0.007712460430132927
1028,0,0.028952571852376475
1029,0,0.017520924092388483
1030,0,0.049961224691034714
1031,0,0.11167780149484825
1032,0,0.02279408834684894
1033,0,0.0033024838161814095
1034,1,0.9711134872284637
1035,0,0.0006097175734986159
1036,1,0.9986470218211669
1037,0,0.005563758927423477
1038,0,0.003981699140486131
1039,0,0.02831054615142769
1040,0,0.016260657826625297
1041,0,0.0060796536591319434
1042,0,0.014739236625034147
1043,0,0.008011395697325613
1044,0,0.03814722221133365
1045,1,0.9914668190077386
1046,1,0.8861401494264971
1047,0,0.01889148150250716
1048,0,0.011001429046340513
1049,0,0.0035819837584532676
1050,0,0.027421255825088666
1051,0,0.049618670763087104
1052,1,0.7346548580427728
1053,0,0.007954437771237912
1054,0,0.034196276025844574
1055,0,0.002180939536355026
1056,0,0.01990055768251625
1057,0,0.0009899711344834533
1058,1,0.9879354548599963
1059,0,0.0014867767099821538
1060,1,0.9869618090035789
